Year,Age,Sex,PA_3cat,mu,sigma,nu,tau
1995,32,1,1,21.1047147139953,0.137128823239938,-1.85693530824072,29.1426004657703
1995,32,1,2,21.5102567316227,0.121854803634425,-2.01172366014132,23.9501564493018
1995,32,1,3,21.4193864302785,0.12221336495538,-1.82955678002585,19.1530528968452
1995,33,0,1,22.029426642687,0.119441312735878,-1.15941575142504,11.7518792919889
1995,33,0,2,22.452737653943,0.106137406895136,-1.31420410332565,9.65800385408421
1995,33,0,3,22.357885832225,0.106449719316837,-1.13203722321017,7.72355116288193
1995,33,1,1,21.1830385171872,0.137429181653902,-1.81352406071099,29.7181421116125
1995,33,1,2,21.5900855820804,0.122121706789348,-1.9683124126116,24.4231517290882
1995,33,1,3,21.4988780429344,0.122481053480636,-1.78614553249612,19.5313094494854
1995,34,0,1,22.1114650217726,0.119698876047094,-1.11455900228217,11.9839679632035
1995,34,0,2,22.536352458497,0.10636628165662,-1.26934735418277,9.84874043547566
1995,34,0,3,22.441147405175,0.106679267548996,-1.0871804740673,7.87608410522355
1995,34,1,1,21.261924916377,0.137725534015356,-1.76866731156812,30.3050477411104
1995,34,1,2,21.6704878392159,0.122385050103747,-1.92345566346873,24.9054862298807
1995,34,1,3,21.5789406399056,0.122745171690434,-1.74128878335325,19.9170346211437
1995,35,0,1,22.193657835535,0.119953978605826,-1.06840804626315,12.2206390597119
1995,35,0,2,22.6201246652992,0.106592969755201,-1.22319639816376,10.0432429746387
1995,35,0,3,22.5245657154259,0.106906622683932,-1.04102951804828,8.03162870172945
1995,35,1,1,21.3409598167403,0.138019055034854,-1.7225163555491,30.903541403698
1995,35,1,2,21.7510414510799,0.122645877443677,-1.87730470744971,25.3973440814037
1995,35,1,3,21.6591539522058,0.123006766522435,-1.69513782733423,20.310375661228
1995,36,0,1,22.2755680102383,0.120207650462602,-1.02111417810499,12.4619829226667
1995,36,0,2,22.703608801933,0.106818386509788,-1.1759025300056,10.2415857163111
1995,36,0,3,22.6076971724637,0.107132702733907,-0.993735649890122,8.19024432626616
1995,36,1,1,21.4197229372624,0.138310929888594,-1.67522248739094,31.5138515540027
1995,36,1,2,21.8313180606609,0.122905241975131,-1.83001083929155,25.8989130336858
1995,36,1,3,21.7390914324219,0.123266894241602,-1.64784395917607,20.7114827143202
1995,37,0,1,22.3566619786504,0.120460393471547,-0.972831828757556,12.7080916850633
1995,37,0,2,22.7862610482945,0.107042977875755,-1.12762018065816,10.4438443778148
1995,37,0,3,22.6900002535582,0.107357954966533,-0.945453300542686,8.35199153033243
1995,37,1,1,21.4977012107894,0.138601736009964,-1.62694013804351,32.136211177863
1995,37,1,2,21.9107947418568,0.123163656814389,-1.78172848994411,26.4103845606243
1995,37,1,3,21.8182323635586,0.123526069474077,-1.59956160982864,21.1205089029974
1995,38,0,1,22.4359066553291,0.120709784762165,-0.923732496142349,12.9590593792779
1995,38,0,2,22.8670284674742,0.107264590852724,-1.07852084804295,10.6500962374324
1995,38,0,3,22.7704264699429,0.107580220046163,-0.89635396792748,8.51693211373497
1995,38,1,1,21.5739012438448,0.138888685644025,-1.5778408054283,32.7708580642701
1995,38,1,2,21.988459012433,0.123418644719085,-1.73262915732891,26.9319540834733
1995,38,1,3,21.895568540623,0.123781807688135,-1.55046227721343,21.5376105065571
1995,39,0,1,22.512087761595,0.120952388166833,-0.873993455702634,13.2149819223502
1995,39,0,2,22.9446734475691,0.107480172008737,-1.02878180760324,10.8604201223131
1995,39,0,3,22.8477434380189,0.107796435556028,-0.846614927487764,8.685129114916
1995,39,1,1,21.647155411304,0.1391678251361,-1.52810176498859,33.4180347681504
1995,39,1,2,22.0631208105222,0.123666692410225,-1.68289011688919,27.4638209402585
1995,39,1,3,21.9699149291764,0.124030585266856,-1.50072323677372,21.9629469365571
1995,40,0,1,22.5839757338609,0.121184740198658,-0.823791987477642,13.4759571248193
1995,40,0,2,23.0179427980584,0.107686643635512,-0.978580339378246,11.0748964157333
1995,40,0,3,22.9207032613816,0.108003514731599,-0.796413459262772,8.85664681676033
1995,40,1,1,21.7162813903923,0.139435169397964,-1.47790029676359,34.0779886327099
1995,40,1,2,22.1335750941819,0.123904258676474,-1.6326886486642,28.0061884041397
1995,40,1,3,22.0400715779883,0.124268850578786,-1.45052176854872,22.3966807515003
1995,41,0,1,22.6504087435305,0.121403272418926,-0.773305301861424,13.7420847307436
1995,41,0,2,23.0856523649875,0.107880834762945,-0.928093653762028,11.2936070899866
1995,41,0,3,22.988126788547,0.1081982772721,-0.745926773646554,9.03155077289717
1995,41,1,1,21.780161990894,0.139686612583814,-1.42741361114738,34.7509718906364
1995,41,1,2,22.1986832055959,0.124127694999437,-1.58220196304798,28.5592637665814
1995,41,1,3,22.1049046395144,0.124492944369659,-1.40003508293251,22.8389777233473
1995,42,0,1,22.7111640587008,0.121603448095485,-0.722709794706291,14.0134664850685
1995,42,0,2,23.1475751365026,0.108058713980335,-0.877498146606895,11.5166357617485
1995,42,0,3,23.0497879666754,0.108376679904285,-0.695331266491421,9.20990785197556
1995,42,1,1,21.8385830384434,0.139916934729362,-1.37681810399224,35.4372418344592
1995,42,1,2,22.258226854887,0.124332362837718,-1.53160645589285,29.1232584773594
1995,42,1,3,22.1641967460451,0.124698214449036,-1.34943957577737,23.2900069494794
1995,43,0,1,22.7666376120769,0.121780093645208,-0.672181334009693,14.2902061642684
1995,43,0,2,23.2041146534354,0.108215683961305,-0.826969685910297,11.7440677172581
1995,43,0,3,23.106088631836,0.108534111774013,-0.644802805794823,9.39178625780267
1995,43,1,1,21.8919252536953,0.140120183109553,-1.32628964329564,36.1370608940363
1995,43,1,2,22.3125940785264,0.124512972507311,-1.48107799519625,29.6983882082412
1995,43,1,3,22.2183342947877,0.12487935556786,-1.29891111508077,23.7499409036248
1995,44,0,1,22.8172439647056,0.121928007536237,-0.621895778865601,14.5724095971971
1995,44,0,2,23.2556934429167,0.108347122543802,-0.776684130766205,11.9759899294544
1995,44,0,3,23.1574495261893,0.108665937118379,-0.594517250650731,9.57725554304725
1995,44,1,1,21.9405872699309,0.140290372841511,-1.27600408815155,36.8506966892812
1995,44,1,2,22.3621911698158,0.124664205748276,-1.43079244005216,30.2848728963187
1995,44,1,3,22.2677218626536,0.125031033817057,-1.24862555993668,24.2189554705115
1995,45,0,1,22.8634068415602,0.122042071383832,-0.572024605141173,14.8601847038126
1995,45,0,2,23.3027433720945,0.108448481451594,-0.726812957041777,12.2124910898004
1995,45,0,3,23.2043006924561,0.10876759427772,-0.544646076926303,9.76638663469007
1995,45,1,1,21.9849765322724,0.140421614711448,-1.22613291442712,37.5784221280894
1995,45,1,2,22.4074334032235,0.124780829313709,-1.38092126632773,30.8829368244869
1995,45,1,3,22.3127729697797,0.12514800055074,-1.19875438621225,24.6972300102268
1995,46,0,1,22.9056153803997,0.122120084895586,-0.522597170569232,15.1536414854481
1995,46,0,2,23.345762977856,0.108517805470652,-0.677385522469836,12.4536616002885
1995,46,0,3,23.2471385614496,0.10883712228473,-0.495218642354362,9.95925182763007
1995,46,1,1,22.0255633854164,0.140511377062789,-1.17670547985518,38.3205153817367
1995,46,1,2,22.448800161452,0.124860593534228,-1.33149383175579,31.4928086012248
1995,46,1,3,22.3539649737116,0.125227999479808,-1.14932695164031,25.1849473420481
1995,47,0,1,22.9444352865597,0.12216335145832,-0.473473089680157,15.4528920514513
1995,47,0,2,23.3853288359647,0.108556252810762,-0.628261441580761,12.6995935953326
1995,47,0,3,23.2865372731828,0.108875682757262,-0.446094561465287,10.1559248021919
1995,47,1,1,22.0628917998486,0.140561159572486,-1.12758139896611,39.0772599522435
1995,47,1,2,22.4868458677646,0.124904831046082,-1.28236975086671,32.1147212159582
1995,47,1,3,22.3918499555456,0.125272367161834,-1.10020287075124,25.6822937887161
1995,48,0,1,22.9804420811616,0.122173411032147,-0.424502014059876,15.7580507173184
1995,48,0,2,23.4220275265874,0.108565191904413,-0.57929036596048,12.9503810224175
1995,48,0,3,23.3230809298086,0.108884648154457,-0.397123485845006,10.3564806886217
1995,48,1,1,22.0975151847102,0.140572734118739,-1.07861032334583,39.8489449205368
1995,48,1,2,22.5221345654507,0.124915116367778,-1.23339867524643,32.748912243005
1995,48,1,3,22.4269895757645,0.125282682748389,-1.05123179513096,26.1894593395318
1995,49,0,1,23.0142162906314,0.122151835330189,-0.375533512623449,16.0692340517294
1995,49,0,2,23.456450731376,0.108546019400316,-0.530321864524053,13.2061196807543
1995,49,0,3,23.3573587134136,0.108865419234707,-0.348154984408579,10.5609960979995
1995,49,1,1,22.1299917621396,0.140547909114762,-1.0296418219094,40.6358650653937
1995,49,1,2,22.5552352032815,0.124893056483405,-1.18443017381,33.3956239393262
1995,49,1,3,22.4599503796095,0.125260557952162,-1.00226329369453,26.7066377285277
1995,50,0,1,23.0463630509012,0.122100924294416,-0.326399402791572,16.3865609194359
1995,50,0,2,23.4892152143772,0.108500779062652,-0.481187754692175,13.4669072565255
1995,50,0,3,23.3899847825185,0.108820045776027,-0.299020874576701,10.7695491504257
1995,50,1,1,22.1609034182641,0.140489330873924,-0.980507712077523,41.4383209718939
1995,50,1,2,22.5867408487378,0.124841002948153,-1.13529606397813,34.0551033336555
1995,50,1,3,22.4913229291418,0.125208351247861,-0.953129183862653,27.2340265057453
1995,51,0,1,23.0775369534709,0.122024570321193,-0.276891784851004,16.7101525244841
1995,51,0,2,23.5209881455297,0.108432929735326,-0.431680136751608,13.732843358408
1995,51,0,3,23.4216234885958,0.108751996800072,-0.249513256636134,10.9822195034281
1995,51,1,1,22.1908795946566,0.140401477987718,-0.931000094136955,42.2566191407242
1995,51,1,2,22.6172930385576,0.124762935508031,-1.08578844603756,34.727602316328
1995,51,1,3,22.5217460509207,0.125130054092015,-0.903621565922085,27.7718271090719
1995,52,0,1,23.1084025567172,0.1219268872783,-0.226797367822824,17.0401324589337
1995,52,0,2,23.5524468531693,0.108346127065188,-0.381585719723427,14.0040295576108
1995,52,0,3,23.4529492986006,0.10866493871054,-0.199418839607954,11.199088383981
1995,52,1,1,22.2205593168312,0.140289083872661,-0.880905677108775,43.091072111377
1995,52,1,2,22.6475430775822,0.124663060350523,-1.03569402900938,35.4133777405285
1995,52,1,3,22.5518682983434,0.125029885048937,-0.853527148893905,28.3202449452089
1995,53,0,1,23.1396280406564,0.121811988748031,-0.175902860728113,17.376626750277
1995,53,0,2,23.5842723568638,0.108244026445398,-0.330691212628717,14.2805694268457
1995,53,0,3,23.4846403551266,0.108562537656693,-0.148524332513243,11.4202386196696
1995,53,1,1,22.2505850927958,0.140156881616788,-0.830011170014064,43.9419985820652
1995,53,1,2,22.6781458200649,0.124545583371221,-0.984799521914668,36.1126915208404
1995,53,1,3,22.5823417592251,0.124912062390191,-0.802632641799194,28.879489468482
1995,54,0,1,23.1715990938158,0.121684274510127,-0.124085092092862,17.7197639126304
1995,54,0,2,23.6168577564183,0.108130537588618,-0.278873443993466,14.5625685823976
1995,54,0,3,23.5170880973248,0.108448714855635,-0.0967065638779924,11.6457546723344
1995,54,1,1,22.2813277926171,0.140009933606935,-0.778193401378814,44.8097235391745
1995,54,1,2,22.7094792626033,0.124415003085749,-0.932981753279418,36.8258107396328
1995,54,1,3,22.6135428333124,0.124781097868412,-0.750814873163944,29.4497742659196
1995,55,0,1,23.2034343431074,0.121549427456881,-0.071620105132517,18.0696750073744
1995,55,0,2,23.6493047425375,0.108010710401264,-0.226408457033121,14.85013473396
1995,55,0,3,23.5493980108165,0.10832853507328,-0.044241576917647,11.8757226779245
1995,55,1,1,22.3119399062633,0.139854778579319,-0.725728414418469,45.6945784106093
1995,55,1,2,22.7406796096608,0.124277129916737,-0.880516766319073,37.553007773085
1995,55,1,3,22.644611374182,0.124642819003571,-0.698349886203599,30.0313171580348
1995,56,0,1,23.2338957970091,0.121413466038861,-0.0188944494210441,18.4264936835245
1995,56,0,2,23.6803515348171,0.107889892972053,-0.173682801321648,15.1433777178134
1995,56,0,3,23.580313645602,0.108207362135253,0.0084840787938259,12.1102304730306
1995,56,1,1,22.3412310068333,0.139698341363528,-0.673002758706996,46.596901167884
1995,56,1,2,22.7705335594417,0.124138117375383,-0.8277911106076,38.2945603750869
1995,56,1,3,22.6743392056443,0.124503397413751,-0.645624230492126,30.6243402659214
1995,57,0,1,23.26173912674,0.121282382304939,0.033705321538162,18.7903562247461
1995,57,0,2,23.7087298938185,0.107773409928741,-0.121083030362442,15.4424095354624
1995,57,0,3,23.6085721199332,0.108090536337182,0.061083849753032,12.3493676257835
1995,57,1,1,22.3680045736493,0.139547516411353,-0.62040298774779,47.5170364450126
1995,57,1,2,22.7978215992773,0.124004091978708,-0.775191339648394,39.0507517749463
1995,57,1,3,22.7015119668743,0.124368977643429,-0.59302445953292,31.2290700893906
1995,58,0,1,23.2858718845873,0.121161947656818,0.0857983986969327,19.1614016028568
1995,58,0,2,23.7333263796735,0.107666389828584,-0.0689899532036713,15.7473443976062
1995,58,0,3,23.6330646976802,0.107983201327252,0.113176926911803,12.593225471017
1995,58,1,1,22.3912101317101,0.139408944297945,-0.568309910589019,48.4553356738064
1995,58,1,2,22.8214730685463,0.123880954644998,-0.723098262489623,39.8218707885794
1995,58,1,3,22.7250635202675,0.124245477974516,-0.540931382374149,31.8457375958907
1995,59,0,1,23.3066479834463,0.121056115616002,0.13705691106254,19.5397715444893
1995,59,0,2,23.7545017059641,0.107572345832236,-0.017731440838064,16.0582987789235
1995,59,0,3,23.6541505685864,0.107888880603697,0.16443543927741,12.8418971540803
1995,59,1,1,22.4111879962958,0.139287173945384,-0.517051398223412,49.4121572524507
1995,59,1,2,22.8418348219275,0.123772747617116,-0.671839750124016,40.6082119570525
1995,59,1,3,22.7453392552116,0.124136952544292,-0.489672870008542,32.4745783312994
1995,60,0,1,23.3252066578141,0.120967861619024,0.187181543642252,19.9256105793769
1995,60,0,2,23.7734169983838,0.107493921958848,0.0323931917416477,16.3753914577549
1995,60,0,3,23.6729859531584,0.107810225965769,0.214560071857122,13.0954776625716
1995,60,1,1,22.4290336316062,0.139185628891127,-0.4669267656437,50.3878666676088
1995,60,1,2,22.8600233737401,0.123682513103655,-0.621715117544304,41.4100756469295
1995,60,1,3,22.7634509692995,0.124046452513138,-0.43954823742883,33.1158325001723
1995,61,0,1,23.3426993170127,0.120900149751151,0.235873259076029,20.3190660877714
1995,61,0,2,23.791245791399,0.107433752140655,0.0810849071754253,16.6987435550722
1995,61,0,3,23.6907394282537,0.107749879096127,0.263251787290899,13.3540638575025
1995,61,1,1,22.4458542088996,0.139107719611859,-0.418235050209922,51.3828366143334
1995,61,1,2,22.8771671703211,0.123613281707204,-0.573023402110526,42.2277681488185
1995,61,1,3,22.780522341735,0.12397701740128,-0.390856521995052,33.7697450445511
1995,62,0,1,23.3602487022625,0.120855922183358,0.282839750523592,20.7202883575416
1995,62,0,2,23.8091324004966,0.107394450836514,0.128051398622988,17.0284785814035
1995,62,0,3,23.7085504751866,0.10771046214675,0.310218278738462,13.6177545108238
1995,62,1,1,22.462729332784,0.139056831369683,-0.37126855876236,52.3974471404561
1995,62,1,2,22.8943665616443,0.123568061624284,-0.526056910662964,43.061601796035
1995,62,1,3,22.7976490740523,0.123931664256944,-0.34389003054749,34.4365657388591
1995,63,0,1,23.3782341787742,0.120837561176831,0.327943513097828,21.1294306638235
1995,63,0,2,23.8274634806581,0.107378134960741,0.173155161197224,17.3647225022914
1995,63,0,3,23.726804115511,0.107694098261036,0.355322041312698,13.8866503577733
1995,63,1,1,22.4800237929566,0.139035705194463,-0.326164796188124,53.4320858480071
1995,63,1,2,22.9119933470991,0.123549288576633,-0.480953148088728,43.9118951301339
1995,63,1,3,22.8152013949702,0.123912835969052,-0.298786267973254,35.1165493222776
1995,64,0,1,23.3962889122426,0.120846894957739,0.371201843864874,21.5466493297398
1995,64,0,2,23.8458651485976,0.107386429103525,0.21641349196427,17.7076037881945
1995,64,0,3,23.7451280454146,0.107702416809578,0.398580372079744,14.1608541367817
1995,64,1,1,22.4973848491785,0.13904644464334,-0.282906465421078,54.4871480467627
1995,64,1,2,22.9296880082933,0.123558831817822,-0.437694817321682,44.7789730270986
1995,64,1,3,22.8328213048857,0.123922407291507,-0.255527937206208,35.8099555996606
1995,65,0,1,23.4140124225084,0.120885745836739,0.412638770410584,21.9721037652554
1995,65,0,2,23.8639292286465,0.107420952598438,0.25785041850998,18.0572534464196
1995,65,0,3,23.7631158135711,0.107737041890883,0.440017298625454,14.4404706150091
1995,65,1,1,22.5144274080571,0.139091146467066,-0.241469538875368,55.5630368525036
1995,65,1,2,22.9470580519925,0.123598554553155,-0.396257890775972,45.6631667780924
1995,65,1,3,22.8501179686563,0.12396224691215,-0.214091010660498,36.5170495061114
1995,66,0,1,23.4310036178685,0.12095595686208,0.452278054172538,22.4059565275057
1995,66,0,2,23.8812469218409,0.107483343206799,0.297489702271934,18.4138050707011
1995,66,0,3,23.780360347992,0.107799616085433,0.479656582387408,14.7256066279941
1995,66,1,1,22.5307657881522,0.139171931277067,-0.201830255113413,56.660163339572
1995,66,1,2,22.963710385615,0.123670341190907,-0.356618607014017,46.5648142148346
1995,66,1,3,22.8666999543236,0.124034244784182,-0.174451726898543,37.2381012072467
1995,67,0,1,23.4469212138342,0.121059154975985,0.490116081833153,22.8483734208183
1995,67,0,2,23.8974703856695,0.107575046654756,0.335327729932549,18.7773949234014
1995,67,0,3,23.7965152756304,0.107891589373466,0.517494610048023,15.0163711453894
1995,67,1,1,22.5460718173972,0.139290671033164,-0.163992227452799,57.7789467938069
1995,67,1,2,22.9793105310358,0.12377585518367,-0.318780579353403,47.484259917468
1995,67,1,3,22.8822341967693,0.124140069254952,-0.136613699237929,37.9733862654297
1995,68,0,1,23.4615361267067,0.121196546132404,0.526098491849795,23.2995235971308
1995,68,0,2,23.9123661344278,0.107697134571731,0.371310139949191,19.1481620180367
1995,68,0,3,23.8113480971446,0.108014036537704,0.553477020064665,15.3128753369588
1995,68,1,1,22.5601252136714,0.139448753306045,-0.128009817436157,58.9198149664805
1995,68,1,2,22.9936339732574,0.123916329548321,-0.282798169336761,48.4218554232519
1995,68,1,3,22.8964971294615,0.124280956969526,-0.100631289221287,38.7231858066618
1995,69,0,1,23.47463117063,0.121369320553829,0.56016541584928,23.7595795622155
1995,69,0,2,23.9257128088804,0.107850664607929,0.405377063948676,19.5262481243935
1995,69,0,3,23.8246383884332,0.108168018340521,0.58754394406415,15.615232576668
1995,69,1,1,22.5727171355725,0.139647547565781,-0.0939428934366715,60.0832040900399
1995,69,1,2,23.0064678578423,0.124092981217251,-0.248731245337275,49.3779592394982
1995,69,1,3,22.9092767971687,0.124458128441155,-0.0665643652218015,39.4877865309286
1995,70,0,1,23.4859889410178,0.121578704927032,0.592256986047075,24.2287172346527
1995,70,0,2,23.937288826858,0.108036726816281,0.437468634146471,19.9117978169931
1995,70,0,3,23.8361655034035,0.108354628042359,0.619635514261945,15.9235584814425
1995,70,1,1,22.5836385313717,0.139888465238245,-0.0618513232388763,61.2695590272373
1995,70,1,2,23.0175991159849,0.124307064405428,-0.21663967513948,50.3529369661308
1995,70,1,3,22.9203610311965,0.12467284157537,-0.0344727950240063,40.2674808102111
1995,71,0,1,23.4951345024293,0.121825124907896,0.622329891195671,24.7071160307307
1995,71,0,2,23.9466101266994,0.108255699441221,0.467541539295067,20.3049585448658
1995,71,0,3,23.8454474253177,0.108574245000647,0.649708419410541,16.2379709669663
1995,71,1,1,22.5924327130263,0.140171996083123,-0.0317784180902806,62.4793334858264
1995,71,1,2,23.0265622840589,0.124559014320921,-0.186566769990885,51.3471614721289
1995,71,1,3,22.9292863342746,0.124925532860852,-0.00439988987541057,41.0625668295876
1995,72,0,1,23.5006623584684,0.122105996774323,0.650400632105639,25.1949589810429
1995,72,0,2,23.9522442044014,0.108505286547135,0.495612280205035,20.7058807273728
1995,72,0,3,23.8510577018004,0.108824566523915,0.677779160320509,16.5585903243108
1995,72,1,1,22.5977481844315,0.140495167269612,-0.00370767718031262,63.7129903134122
1995,72,1,2,23.0319798960061,0.124846189260073,-0.158496029080917,52.3610131378418
1995,72,1,3,22.9346810594642,0.125213552820655,0.0236708510345574,41.873348781015
1995,73,0,1,23.5009569928075,0.122418052704725,0.676499211678616,25.6924327571495
1995,73,0,2,23.9525445003477,0.108782584296972,0.521710859778012,21.1147177761177
1995,73,0,3,23.8513567291432,0.109102680230484,0.703877739893486,16.8855392374579
1995,73,1,1,22.5980314986846,0.140854218841996,0.0223909023926648,64.9710015648733
1995,73,1,2,23.0322686543428,0.125165248067796,-0.132397449507939,53.3948799103993
1995,73,1,3,22.9349685979384,0.125533550468245,0.0497694306075348,42.7001369076395
1995,74,0,1,23.4944056966247,0.122758014910824,0.700655632816277,26.1997277302563
1995,74,0,2,23.9458673163759,0.10908467999712,0.545867280915673,21.5316261431704
1995,74,0,3,23.844707753004,0.10940566485606,0.728034161031147,17.2189428218645
1995,74,1,1,22.5917319085214,0.141245379376883,0.0465473235303255,66.2538486507494
1995,74,1,2,23.0258480130999,0.125512839398649,-0.108241028370278,54.4491574256591
1995,74,1,3,22.9285750807606,0.125882164596747,0.0739258517451956,43.5432476013199
1995,75,0,1,23.4794910724071,0.123122379949125,0.722892443857788,26.7170380359831
1995,75,0,2,23.9306660971069,0.109408460433242,0.568104091957184,21.9567653742951
1995,75,0,3,23.8295707514426,0.109730398025577,0.750270972072658,17.5589286670298
