sex,year,age,mu,sigma,nu,tau
men,47,30,25.7759011120484,0.12200719960451,-1.5385159461209,0.933361502638222
men,48,30,25.7839885555479,0.121839660042374,-1.55086670235974,0.923558800527622
men,49,30,25.7920785365626,0.12167235054457,-1.56321745859857,0.913859052061882
men,50,30,25.8001710558888,0.121505270795175,-1.57556821483741,0.904261175962302
women,-1,31,23.4404311587237,0.163191030954796,-1.72444814233622,2.34533426218748
women,0,31,23.3910672499367,0.163189191516305,-1.7264344812669,2.32752154378983
women,1,31,23.3418072980896,0.163187352098548,-1.72842082019758,2.30984411226442
women,2,31,23.2926510842562,0.163185512701523,-1.73040715912827,2.29230094011298
women,3,31,23.2435983899716,0.163183673325232,-1.73239349805895,2.27489100764099
women,4,31,23.1946489972307,0.163181833969674,-1.73437983698963,2.25761330289853
women,5,31,23.1458026884879,0.163179994634848,-1.73636617592032,2.24046682162134
women,6,31,23.0970592466554,0.163178155320755,-1.73835251485099,2.22345056717257
women,7,31,23.0484184551026,0.163176316027394,-1.74033885378167,2.2065635504847
women,8,31,22.9998800976553,0.163174476754765,-1.74232519271235,2.18980479000225
women,9,31,22.9514439585944,0.163172637502868,-1.74431153164304,2.17317331162451
women,10,31,22.9031098226552,0.163170798271702,-1.74629787057372,2.15666814864907
women,11,31,22.8548774750262,0.163168959061267,-1.7482842095044,2.14028834171561
women,12,31,22.8067467013482,0.163167119871564,-1.75027054843508,2.12403293875005
women,13,31,22.7587172877138,0.163165280702591,-1.75225688736577,2.10790099490936
women,14,31,22.7107890206657,0.163163441554348,-1.75424322629644,2.09189157252645
women,15,31,22.6629616871962,0.163161602426836,-1.75622956522712,2.07600374105585
women,16,31,22.6152350747464,0.163159763320055,-1.75821590415781,2.06023657701954
women,17,31,22.5676089712049,0.163157924234002,-1.76020224308849,2.04458916395323
women,18,31,22.5200831649068,0.16315608516868,-1.76218858201917,2.02906059235321
women,19,31,22.4726574446331,0.163154246124087,-1.76417492094985,2.01364995962332
women,20,31,22.4253315996098,0.163152407100223,-1.76616125988053,1.99835637002268
women,21,31,22.3781054195066,0.163150568097088,-1.76814759881122,1.98317893461347
women,22,31,22.330978694436,0.163148729114681,-1.7701339377419,1.96811677120931
women,23,31,22.2839512149528,0.163146890153003,-1.77212027667259,1.95316900432403
women,24,31,22.2370227720526,0.163145051212053,-1.77410661560326,1.9383347651207
women,25,31,22.1901931571714,0.163143212291831,-1.77609295453394,1.92361319136119
women,26,31,22.1434621621843,0.163141373392338,-1.77807929346463,1.90900342735606
women,27,31,22.0968295794046,0.163139534513571,-1.78006563239531,1.89450462391473
women,28,31,22.0502952015831,0.163137695655532,-1.78205197132599,1.88011593829626
women,29,31,22.0038588219071,0.163135856818219,-1.78403831025668,1.86583653416025
women,30,31,21.9575202339993,0.163134018001634,-1.78602464918735,1.85166558151828
women,31,31,21.9112792319171,0.163132179205775,-1.78801098811803,1.83760225668566
women,32,31,21.8651356101516,0.163130340430642,-1.78999732704871,1.82364574223355
women,33,31,21.8190891636265,0.163128501676236,-1.7919836659794,1.80979522694146
women,34,31,21.7731396876978,0.163126662942555,-1.79397000491008,1.79604990575008
women,35,31,21.727286978152,0.163124824229601,-1.79595634384076,1.78240897971448
women,36,31,21.681530831206,0.163122985537371,-1.79794268277145,1.7688716559577
women,37,31,21.6358710435056,0.163121146865866,-1.79992902170212,1.75543714762464
women,38,31,21.5903074121251,0.163119308215087,-1.8019153606328,1.74210467383634
women,39,31,21.5448397345658,0.163117469585032,-1.80390169956348,1.72887345964457
women,40,31,21.4994678087559,0.163115630975702,-1.80588803849417,1.71574273598683
women,41,31,21.4541914330488,0.163113792387096,-1.80787437742485,1.70271173964157
women,42,31,21.4090104062227,0.163111953819214,-1.80986071635554,1.68977971318394
women,43,31,21.3639245274794,0.163110115272056,-1.81184705528621,1.67694590494163
women,44,31,21.3189335964439,0.163108276745621,-1.81383339421689,1.66420956895131
women,45,31,21.2740374131628,0.163106438239909,-1.81581973314758,1.6515699649152
women,46,31,21.2292357781041,0.163104599754921,-1.81780607207825,1.63902635815799
women,47,31,21.1845284921557,0.163102761290655,-1.81979241100895,1.6265780195843
women,48,31,21.1399153566251,0.163100922847112,-1.82177874993962,1.61422422563612
women,49,31,21.095396173238,0.163099084424291,-1.8237650888703,1.60196425825087
women,50,31,21.0509707441378,0.163097246022193,-1.82575142780099,1.58979740481961
men,-1,31,25.4935714805232,0.130783525588909,-0.944477639510582,1.56169070107631
men,0,31,25.5008837827501,0.130628231672569,-0.957777624577884,1.5461696998301
men,1,31,25.5081981823592,0.130473122154076,-0.971077609645193,1.53080295542843
men,2,31,25.5155146799521,0.130318196814472,-0.984377594712503,1.51558893477598
men,3,31,25.5228332761307,0.130163455435063,-0.997677579779805,1.50052612001427
men,4,31,25.5301539714967,0.130008897797411,-1.01097756484712,1.48561300837017
men,5,31,25.5374767666524,0.129854523683339,-1.02427754991443,1.47084811200598
men,6,31,25.5448016622,0.12970033287493,-1.03757753498173,1.45622995787105
men,7,31,25.552128658742,0.129546325154523,-1.05087752004903,1.44175708755473
men,8,31,25.5594577568809,0.129392500304718,-1.06417750511633,1.42742805714093
men,9,31,25.5667889572197,0.129238858108372,-1.07747749018365,1.41324143706406
men,10,31,25.5741222603612,0.129085398348601,-1.09077747525096,1.39919581196637
men,11,31,25.5814576669086,0.128932120808777,-1.10407746031826,1.38528978055679
men,12,31,25.5887951774652,0.128779025272529,-1.11737744538557,1.37152195547109
men,13,31,25.5961347926346,0.128626111523745,-1.13067743045288,1.35789096313349
men,14,31,25.6034765130203,0.128473379346568,-1.14397741552018,1.34439544361962
men,15,31,25.6108203392263,0.128320828525398,-1.15727740058749,1.33103405052082
men,16,31,25.6181662718565,0.12816845884489,-1.1705773856548,1.31780545080985
men,17,31,25.6255143115151,0.128016270089956,-1.18387737072211,1.30470832470788
men,18,31,25.6328644588065,0.127864262045763,-1.19717735578941,1.2917413655528
men,19,31,25.6402167143352,0.127712434497732,-1.21047734085672,1.27890327966888
men,20,31,25.6475710787059,0.127560787231541,-1.22377732592402,1.26619278623773
men,21,31,25.6549275525234,0.12740932003312,-1.23707731099133,1.25360861717045
men,22,31,25.662286136393,0.127258032688654,-1.25037729605864,1.24114951698119
men,23,31,25.6696468309197,0.127106924984584,-1.26367728112595,1.22881424266181
men,24,31,25.6770096367089,0.126955996707602,-1.27697726619325,1.21660156355796
men,25,31,25.6843745543663,0.126805247644655,-1.29027725126055,1.20451026124624
men,26,31,25.6917415844975,0.12665467758294,-1.30357723632787,1.19253912941265
men,27,31,25.6991107277086,0.126504286309911,-1.31687722139517,1.18068697373226
men,28,31,25.7064819846055,0.126354073613271,-1.33017720646248,1.16895261175006
men,29,31,25.7138553557946,0.126204039280976,-1.34347719152979,1.15733487276292
men,30,31,25.7212308418823,0.126054183101235,-1.3567771765971,1.14583259770292
men,31,31,25.7286084434752,0.125904504862506,-1.3700771616644,1.13444463902158
men,32,31,25.7359881611801,0.125755004353502,-1.3833771467317,1.12316986057545
men,33,31,25.7433699956039,0.125605681363183,-1.39667713179902,1.11200713751277
men,34,31,25.7507539473539,0.125456535680762,-1.40997711686632,1.10095535616116
men,35,31,25.7581400170372,0.125307567095701,-1.42327710193363,1.09001341391663
men,36,31,25.7655282052616,0.125158775397713,-1.43657708700094,1.07918021913349
men,37,31,25.7729185126344,0.125010160376759,-1.44987707206824,1.06845469101545
men,38,31,25.7803109397636,0.124861721823051,-1.46317705713555,1.05783575950787
men,39,31,25.7877054872572,0.124713459527051,-1.47647704220285,1.04732236519087
men,40,31,25.7951021557234,0.124565373279467,-1.48977702727017,1.03691345917376
men,41,31,25.8025009457706,0.124417462871258,-1.50307701233747,1.0266080029903
men,42,31,25.8099018580072,0.12426972809363,-1.51637699740478,1.01640496849519
men,43,31,25.817304893042,0.124122168738037,-1.52967698247208,1.0063033377614
men,44,31,25.8247100514838,0.12397478459618,-1.54297696753939,0.996302102978678
men,45,31,25.8321173339418,0.123827575460009,-1.5562769526067,0.986400266352978
men,46,31,25.839526741025,0.12368054112172,-1.569576937674,0.976596840006919
men,47,31,25.8469382733431,0.123533681373756,-1.58287692274132,0.966890845881233
men,48,31,25.8543519315055,0.123386996008807,-1.59617690780862,0.957281315637162
men,49,31,25.8617677161219,0.123240484819807,-1.60947689287592,0.947767290559897
men,50,31,25.8691856278024,0.123094147599939,-1.62277687794323,0.938347821462875
women,-1,32,23.5967061121015,0.16369609767392,-1.69803699924682,2.35343662726172
women,0,32,23.5465293115898,0.163721416522059,-1.70097116473641,2.33678640544013
women,1,32,23.4964592086526,0.163746739286261,-1.703905330226,2.3202539815161
women,2,32,23.4464955764048,0.16377206596713,-1.7068394957156,2.30383852208662
women,3,32,23.3966381884436,0.163797396565273,-1.7097736612052,2.28753919964491
women,4,32,23.3468868188478,0.163822731081296,-1.71270782669478,2.27135519253868
women,5,32,23.2972412421765,0.163848069515803,-1.71564199218438,2.2552856849287
women,6,32,23.2477012334681,0.163873411869402,-1.71857615767397,2.23932986674769
women,7,32,23.1982665682395,0.163898758142699,-1.72151032316356,2.22348693365949
women,8,32,23.148937022485,0.1639241083363,-1.72444448865315,2.20775608701845
women,9,32,23.0997123726751,0.163949462450811,-1.72737865414275,2.1921365338293
women,10,32,23.0505923957556,0.163974820486838,-1.73031281963234,2.17662748670704
women,11,32,23.0015768691468,0.164000182444989,-1.73324698512194,2.16122816383731
women,12,32,22.952665570742,0.164025548325869,-1.73618115061153,2.145937788937
women,13,32,22.9038582789071,0.164050918130086,-1.73911531610113,2.13075559121506
women,14,32,22.8551547724791,0.164076291858247,-1.74204948159072,2.1156808053337
women,15,32,22.8065548307654,0.164101669510958,-1.74498364708031,2.10071267136978
women,16,32,22.7580582335426,0.164127051088825,-1.7479178125699,2.08585043477646
women,17,32,22.7096647610557,0.164152436592458,-1.7508519780595,2.07109334634528
women,18,32,22.6613741940167,0.164177826022462,-1.75378614354909,2.05644066216828
women,19,32,22.6131863136044,0.164203219379445,-1.75672030903869,2.04189164360053
women,20,32,22.5651009014625,0.164228616664014,-1.75965447452827,2.02744555722295
women,21,32,22.5171177396991,0.164254017876777,-1.76258864001787,2.01310167480525
women,22,32,22.4692366108857,0.164279423018342,-1.76552280550747,1.99885927326928
women,23,32,22.4214572980563,0.164304832089315,-1.76845697099706,1.98471763465257
women,24,32,22.3737795847058,0.164330245090306,-1.77139113648665,1.97067604607211
women,25,32,22.3262032547901,0.16435566202192,-1.77432530197624,1.95673379968846
women,26,32,22.2787280927239,0.164381082884768,-1.77725946746584,1.94289019267003
women,27,32,22.2313538833807,0.164406507679456,-1.78019363295543,1.92914452715763
women,28,32,22.1840804120914,0.164431936406593,-1.78312779844502,1.91549611022939
women,29,32,22.1369074646433,0.164457369066786,-1.78606196393462,1.90194425386569
women,30,32,22.0898348272793,0.164482805660645,-1.78899612942421,1.8884882749146
women,31,32,22.0428622866968,0.164508246188778,-1.7919302949138,1.87512749505737
women,32,32,21.9959896300466,0.164533690651793,-1.79486446040339,1.86186124077425
women,33,32,21.9492166449324,0.164559139050299,-1.79779862589299,1.84868884331055
women,34,32,21.9025431194094,0.164584591384905,-1.80073279138258,1.83560963864294
women,35,32,21.8559688419835,0.164610047656219,-1.80366695687217,1.82262296744592
women,36,32,21.8094936016104,0.16463550786485,-1.80660112236177,1.80972817505868
women,37,32,21.7631171876943,0.164660972011407,-1.80953528785137,1.79692461145197
women,38,32,21.7168393900876,0.164686440096499,-1.81246945334096,1.78421163119545
women,39,32,21.6706599990894,0.164711912120737,-1.81540361883054,1.7715885934251
women,40,32,21.6245788054445,0.164737388084727,-1.81833778432014,1.7590548618109
women,41,32,21.5785956003431,0.164762867989081,-1.82127194980974,1.74660980452479
women,42,32,21.532710175419,0.164788351834408,-1.82420611529933,1.73425279420881
women,43,32,21.4869223227494,0.164813839621316,-1.82714028078892,1.72198320794342
women,44,32,21.4412318348534,0.164839331350417,-1.83007444627851,1.70980042721622
women,45,32,21.3956385046915,0.164864827022318,-1.83300861176811,1.69770383789063
women,46,32,21.3501421256642,0.164890326637632,-1.8359427772577,1.68569283017502
women,47,32,21.3047424916116,0.164915830196966,-1.8388769427473,1.67376679859195
women,48,32,21.259439396812,0.164941337700932,-1.84181110823689,1.66192514194764
women,49,32,21.2142326359812,0.164966849150139,-1.84474527372648,1.65016726330168
women,50,32,21.1691220042714,0.164992364545197,-1.84767943921608,1.63849256993691
men,-1,32,25.593766141592,0.13123448827816,-0.943384441257053,1.57425535023717
men,0,32,25.6004179452688,0.131103044444489,-0.957633655152818,1.55949784387215
men,1,32,25.6070714777453,0.130971732264331,-0.971882869048591,1.54487867846564
men,2,32,25.6137267394707,0.130840551605822,-0.986132082944371,1.53039655717114
men,3,32,25.6203837308944,0.130709502337231,-1.00038129684015,1.51605019529912
men,4,32,25.627042452466,0.130578584326959,-1.01463051073592,1.50183832020308
men,5,32,25.6337029046351,0.130447797443538,-1.0288797246317,1.4877596711667
men,6,32,25.6403650878515,0.130317141555631,-1.04312893852747,1.47381299929191
men,7,32,25.6470290025652,0.130186616532035,-1.05737815242325,1.45999706738821
men,8,32,25.653694649226,0.130056222241676,-1.07162736631902,1.44631064986284
men,9,32,25.6603620282843,0.129925958553613,-1.0858765802148,1.43275253261206
men,10,32,25.6670311401901,0.129795825337034,-1.10012579411058,1.41932151291355
men,11,32,25.673701985394,0.129665822461261,-1.11437500800635,1.40601639931956
men,12,32,25.6803745643463,0.129535949795744,-1.12862422190213,1.39283601155136
men,13,32,25.6870488774976,0.129406207210066,-1.1428734357979,1.37977918039445
men,14,32,25.6937249252987,0.129276594573939,-1.15712264969368,1.36684474759488
men,15,32,25.7004027082004,0.129147111757206,-1.17137186358945,1.35403156575649
men,16,32,25.7070822266538,0.129017758629841,-1.18562107748522,1.34133849823915
men,17,32,25.7137634811097,0.128888535061947,-1.199870291381,1.32876441905787
men,18,32,25.7204464720195,0.12875944092376,-1.21411950527678,1.31630821278301
men,19,32,25.7271311998343,0.128630476085641,-1.22836871917256,1.30396877444122
men,20,32,25.7338176650058,0.128501640418085,-1.24261793306833,1.29174500941751
men,21,32,25.7405058679852,0.128372933791716,-1.2568671469641,1.27963583335811
men,22,32,25.7471958092245,0.128244356077286,-1.27111636085989,1.26764017207428
men,23,32,25.7538874891753,0.128115907145678,-1.28536557475565,1.25575696144702
men,24,32,25.7605809082894,0.127987586867903,-1.29961478865143,1.24398514733269
men,25,32,25.7672760670189,0.127859395115103,-1.3138640025472,1.23232368546947
men,26,32,25.773972965816,0.127731331758547,-1.32811321644298,1.22077154138474
men,27,32,25.7806716051329,0.127603396669634,-1.34236243033876,1.20932769030332
men,28,32,25.7873719854219,0.127475589719893,-1.35661164423453,1.19799111705657
men,29,32,25.7940741071354,0.127347910780979,-1.37086085813031,1.1867608159923
