age,sex,year,pops,reg
38,women,17,497611,Overall
39,women,17,490577,Overall
40,women,17,485768,Overall
41,women,17,478122,Overall
42,women,17,464448,Overall
43,women,17,472346,Overall
44,women,17,476447,Overall
45,women,17,514160,Overall
46,women,17,564343,Overall
47,women,17,584985,Overall
48,women,17,625809,Overall
49,women,17,654763,Overall
50,women,17,672112,Overall
51,women,17,689020,Overall
52,women,17,689495,Overall
53,women,17,702531,Overall
54,women,17,696898,Overall
55,women,17,675841,Overall
56,women,17,667542,Overall
57,women,17,644986,Overall
58,women,17,625938,Overall
59,women,17,590915,Overall
60,women,17,577318,Overall
61,women,17,561979,Overall
62,women,17,546495,Overall
63,women,17,538981,Overall
64,women,17,522290,Overall
65,women,17,520296,Overall
66,women,17,507989,Overall
67,women,17,505726,Overall
68,women,17,485519,Overall
69,women,17,440013,Overall
70,women,17,413143,Overall
71,women,17,358370,Overall
72,women,17,316369,Overall
73,women,17,418242,Overall
74,women,17,421293,Overall
75,women,17,404830,Overall
76,women,17,490065,Overall
77,women,17,510363,Overall
78,women,17,495420,Overall
79,women,17,450310,Overall
80,women,17,409364,Overall
81,women,17,383119,Overall
82,women,17,355053,Overall
83,women,17,312984,Overall
84,women,17,238023,Overall
85,women,17,222399,Overall
86,women,17,210002,Overall
87,women,17,203270,Overall
88,women,17,177652,Overall
89,women,17,154897,Overall
90,women,17,169000.449585586,Overall
91,women,17,180018.564168489,Overall
92,women,17,154305.551107375,Overall
93,women,17,86999.935703991,Overall
94,women,17,26373.4983066108,Overall
95,women,17,3513.71294443013,Overall
0,men,18,402082,Overall
1,men,18,408361,Overall
2,men,18,410978,Overall
3,men,18,398943,Overall
4,men,18,393733,Overall
5,men,18,380099,Overall
6,men,18,378881,Overall
7,men,18,370192,Overall
8,men,18,379116,Overall
9,men,18,373887,Overall
10,men,18,383341,Overall
11,men,18,381581,Overall
12,men,18,374579,Overall
13,men,18,378368,Overall
14,men,18,386561,Overall
15,men,18,387438,Overall
16,men,18,395934,Overall
17,men,18,408869,Overall
18,men,18,435928,Overall
19,men,18,454530,Overall
20,men,18,467967,Overall
21,men,18,491057,Overall
22,men,18,487046,Overall
23,men,18,480366,Overall
24,men,18,488576,Overall
25,men,18,503960,Overall
26,men,18,511892,Overall
27,men,18,530016,Overall
28,men,18,579978,Overall
29,men,18,570090,Overall
30,men,18,584198,Overall
31,men,18,570259,Overall
32,men,18,556951,Overall
33,men,18,538944,Overall
34,men,18,533729,Overall
35,men,18,532794,Overall
36,men,18,542053,Overall
37,men,18,534163,Overall
38,men,18,535440,Overall
39,men,18,508867,Overall
40,men,18,501847,Overall
41,men,18,497409,Overall
42,men,18,486195,Overall
43,men,18,474698,Overall
44,men,18,478809,Overall
45,men,18,481345,Overall
46,men,18,522398,Overall
47,men,18,574308,Overall
48,men,18,594783,Overall
49,men,18,639383,Overall
50,men,18,668504,Overall
51,men,18,684228,Overall
52,men,18,701292,Overall
53,men,18,703108,Overall
54,men,18,713090,Overall
55,men,18,703977,Overall
56,men,18,677539,Overall
57,men,18,662644,Overall
58,men,18,637082,Overall
59,men,18,616432,Overall
60,men,18,578689,Overall
61,men,18,560949,Overall
62,men,18,540345,Overall
63,men,18,516948,Overall
64,men,18,498794,Overall
65,men,18,476419,Overall
66,men,18,471077,Overall
67,men,18,457083,Overall
68,men,18,452873,Overall
69,men,18,434182,Overall
70,men,18,392831,Overall
71,men,18,362555,Overall
72,men,18,309855,Overall
73,men,18,265056,Overall
74,men,18,349589,Overall
75,men,18,348468,Overall
76,men,18,329782,Overall
77,men,18,386471,Overall
78,men,18,390499,Overall
79,men,18,368391,Overall
80,men,18,326093,Overall
81,men,18,285975,Overall
82,men,18,256856,Overall
83,men,18,227215,Overall
84,men,18,190985,Overall
85,men,18,136758,Overall
86,men,18,119111,Overall
87,men,18,105079,Overall
88,men,18,93717,Overall
89,men,18,75635,Overall
90,men,18,70245.9486392719,Overall
91,men,18,65622.4142882537,Overall
92,men,18,49383.7838258456,Overall
93,men,18,24730.4618612611,Overall
94,men,18,6807.85452889395,Overall
95,men,18,851.006646897925,Overall
0,women,18,381896,Overall
1,women,18,388013,Overall
2,women,18,391673,Overall
3,women,18,377820,Overall
4,women,18,372898,Overall
5,women,18,359630,Overall
6,women,18,357868,Overall
7,women,18,350421,Overall
8,women,18,359122,Overall
9,women,18,353022,Overall
10,women,18,363004,Overall
11,women,18,359949,Overall
12,women,18,352344,Overall
13,women,18,357392,Overall
14,women,18,365061,Overall
15,women,18,364913,Overall
16,women,18,370583,Overall
17,women,18,378876,Overall
18,women,18,399834,Overall
19,women,18,406572,Overall
20,women,18,423692,Overall
21,women,18,443461,Overall
22,women,18,442477,Overall
23,women,18,436558,Overall
24,women,18,446072,Overall
25,women,18,463132,Overall
26,women,18,473472,Overall
27,women,18,491903,Overall
28,women,18,536481,Overall
29,women,18,532411,Overall
30,women,18,543391,Overall
31,women,18,533376,Overall
32,women,18,526706,Overall
33,women,18,511849,Overall
34,women,18,509626,Overall
35,women,18,512390,Overall
36,women,18,523622,Overall
37,women,18,522353,Overall
38,women,18,525329,Overall
39,women,18,500405,Overall
40,women,18,493223,Overall
41,women,18,488232,Overall
42,women,18,480318,Overall
43,women,18,466735,Overall
44,women,18,474272,Overall
45,women,18,478323,Overall
46,women,18,515871,Overall
47,women,18,565711,Overall
48,women,18,585955,Overall
49,women,18,626442,Overall
50,women,18,655193,Overall
51,women,18,671992,Overall
52,women,18,688474,Overall
53,women,18,688686,Overall
54,women,18,701381,Overall
55,women,18,695389,Overall
56,women,18,674050,Overall
57,women,18,665293,Overall
58,women,18,642613,Overall
59,women,18,623199,Overall
60,women,18,587953,Overall
61,women,18,574142,Overall
62,women,18,558648,Overall
63,women,18,542697,Overall
64,women,18,534749,Overall
65,women,18,517881,Overall
66,women,18,515496,Overall
67,women,18,503090,Overall
68,women,18,500441,Overall
69,women,18,479955,Overall
70,women,18,434360,Overall
71,women,18,407525,Overall
72,women,18,352989,Overall
73,women,18,310937,Overall
74,women,18,410848,Overall
75,women,18,413063,Overall
76,women,18,396284,Overall
77,women,18,478586,Overall
78,women,18,497105,Overall
79,women,18,480735,Overall
80,women,18,435137,Overall
81,women,18,393435,Overall
82,women,18,365701,Overall
83,women,18,336350,Overall
84,women,18,293850,Overall
85,women,18,221140,Overall
86,women,18,204193,Overall
87,women,18,190026,Overall
88,women,18,181385,Overall
89,women,18,155522,Overall
90,women,18,171668.583825473,Overall
91,women,18,181875.009251136,Overall
92,women,18,151787.828797704,Overall
93,women,18,80154.8480400857,Overall
94,women,18,21512.8910096346,Overall
95,women,18,2357.17107900726,Overall
0,men,19,397560,Overall
1,men,19,407210,Overall
2,men,19,411575,Overall
3,men,19,413588,Overall
4,men,19,401776,Overall
5,men,19,396168,Overall
6,men,19,382282,Overall
7,men,19,381535,Overall
8,men,19,372873,Overall
9,men,19,381985,Overall
10,men,19,376669,Overall
11,men,19,386060,Overall
12,men,19,384312,Overall
13,men,19,377121,Overall
14,men,19,380989,Overall
15,men,19,389361,Overall
16,men,19,390458,Overall
17,men,19,398912,Overall
18,men,19,414640,Overall
19,men,19,445475,Overall
20,men,19,462725,Overall
21,men,19,474649,Overall
22,men,19,497629,Overall
23,men,19,494185,Overall
24,men,19,487309,Overall
25,men,19,494331,Overall
26,men,19,508936,Overall
27,men,19,516271,Overall
28,men,19,533893,Overall
29,men,19,582551,Overall
30,men,19,572863,Overall
31,men,19,586239,Overall
32,men,19,572165,Overall
33,men,19,558639,Overall
34,men,19,540359,Overall
35,men,19,535452,Overall
36,men,19,533620,Overall
37,men,19,543069,Overall
38,men,19,534940,Overall
39,men,19,536040,Overall
40,men,19,509370,Overall
41,men,19,502267,Overall
42,men,19,497583,Overall
43,men,19,486715,Overall
44,men,19,474999,Overall
45,men,19,478749,Overall
46,men,19,481428,Overall
47,men,19,521939,Overall
48,men,19,573372,Overall
49,men,19,593452,Overall
50,men,19,637745,Overall
51,men,19,666400,Overall
52,men,19,681623,Overall
53,men,19,698358,Overall
54,men,19,699645,Overall
55,men,19,709145,Overall
56,men,19,699652,Overall
57,men,19,672765,Overall
58,men,19,657265,Overall
59,men,19,631563,Overall
60,men,19,610222,Overall
61,men,19,572499,Overall
62,men,19,554257,Overall
63,men,19,533171,Overall
64,men,19,509304,Overall
65,men,19,490640,Overall
66,men,19,468105,Overall
67,men,19,462222,Overall
68,men,19,448219,Overall
69,men,19,443341,Overall
70,men,19,424241,Overall
71,men,19,383230,Overall
72,men,19,353046,Overall
73,men,19,301078,Overall
74,men,19,256685,Overall
75,men,19,337865,Overall
76,men,19,336110,Overall
77,men,19,317005,Overall
78,men,19,370011,Overall
79,men,19,372039,Overall
80,men,19,349356,Overall
81,men,19,307110,Overall
82,men,19,267416,Overall
83,men,19,238102,Overall
84,men,19,208306,Overall
85,men,19,173057,Overall
86,men,19,122162,Overall
87,men,19,104742,Overall
88,men,19,90999,Overall
89,men,19,79406,Overall
90,men,19,74044.8758277513,Overall
91,men,19,66735.9564528785,Overall
92,men,19,47594.7640174928,Overall
93,men,19,22059.7929847347,Overall
94,men,19,5457.51842351952,Overall
95,men,19,591.900993222989,Overall
0,women,19,377310,Overall
1,women,19,386922,Overall
2,women,19,390840,Overall
3,women,19,394228,Overall
4,women,19,380367,Overall
5,women,19,375311,Overall
6,women,19,361672,Overall
7,women,19,360434,Overall
8,women,19,352934,Overall
9,women,19,361776,Overall
10,women,19,355707,Overall
11,women,19,365603,Overall
12,women,19,362358,Overall
13,women,19,354577,Overall
14,women,19,359517,Overall
15,women,19,367462,Overall
16,women,19,367424,Overall
17,women,19,373026,Overall
18,women,19,383874,Overall
19,women,19,408611,Overall
20,women,19,416144,Overall
21,women,19,431253,Overall
22,women,19,450017,Overall
23,women,19,450406,Overall
24,women,19,444114,Overall
25,women,19,452701,Overall
26,women,19,469206,Overall
27,women,19,479244,Overall
28,women,19,496421,Overall
29,women,19,540917,Overall
30,women,19,536364,Overall
31,women,19,547343,Overall
32,women,19,536845,Overall
33,women,19,530061,Overall
34,women,19,514842,Overall
35,women,19,512634,Overall
36,women,19,515142,Overall
37,women,19,526099,Overall
38,women,19,524539,Overall
39,women,19,527675,Overall
40,women,19,502448,Overall
41,women,19,495161,Overall
42,women,19,490040,Overall
43,women,19,482170,Overall
44,women,19,468273,Overall
45,women,19,475713,Overall
46,women,19,479401,Overall
47,women,19,516858,Overall
48,women,19,566218,Overall
49,women,19,586228,Overall
50,women,19,626200,Overall
51,women,19,654560,Overall
52,women,19,671147,Overall
53,women,19,687250,Overall
54,women,19,687307,Overall
55,women,19,699687,Overall
56,women,19,693290,Overall
57,women,19,671623,Overall
58,women,19,662587,Overall
59,women,19,639728,Overall
60,women,19,619887,Overall
61,women,19,584626,Overall
62,women,19,570501,Overall
63,women,19,554786,Overall
64,women,19,538518,Overall
65,women,19,530406,Overall
66,women,19,513081,Overall
67,women,19,510373,Overall
68,women,19,497899,Overall
69,women,19,494746,Overall
70,women,19,473859,Overall
71,women,19,428232,Overall
72,women,19,401461,Overall
73,women,19,347111,Overall
74,women,19,305152,Overall
75,women,19,402663,Overall
76,women,19,404265,Overall
77,women,19,387280,Overall
78,women,19,466392,Overall
79,women,19,482790,Overall
80,women,19,464990,Overall
81,women,19,418901,Overall
82,women,19,376292,Overall
83,women,19,347235,Overall
84,women,19,316573,Overall
85,women,19,274083,Overall
86,women,19,203742,Overall
87,women,19,185378,Overall
88,women,19,170407,Overall
89,women,19,159831,Overall
90,women,19,175837.610738782,Overall
91,women,19,176261.971802235,Overall
92,women,19,135002.837933792,Overall
93,women,19,62737.4008962281,Overall
94,women,19,14046.6067867119,Overall
95,women,19,1203.20473604,Overall
