year,age,sex,chd_incd_clbr_fctr,stroke_incd_clbr_fctr,chd_ftlt_clbr_fctr,stroke_ftlt_clbr_fctr,nonmodelled_ftlt_clbr_fctr
2001,30,men,0.940161648489445,1.44119765075081,245.512381827164,55.2292669018168,0.984909418557207
2001,30,women,1.52889141546004,1.2054345771951,73.2362681615525,43.1138658166417,0.622801629881499
2001,31,men,1.50130871205612,1.16754073574997,134.163055731618,109.337834849745,0.87845611508771
2001,31,women,2.04554514141035,1.12678117571423,815.156569757393,135.621187003542,1.06748502116527
2001,32,men,0.860835935962741,1.69910973342823,103.218009388553,179.203364176048,1.62171640995677
2001,32,women,1.27048648247103,1.48954809392311,168.216635775889,141.336320937588,0.842260797559351
2001,33,men,1.28637244216114,1.64572387790807,84.6593144644648,61.6613516108101,1.15028538658768
2001,33,women,1.0799941922991,1.49310825713427,599.660380537657,180.699251169915,1.75538535794631
2001,34,men,1.12459136373772,1.92255875875268,333.494717106819,64.3715543192196,1.20804239570947
2001,34,women,1.63394167001922,0.974625854512812,240.826359895264,174.743041826732,1.82471505268286
2001,35,men,0.835299701382369,1.79591219195744,176.7103800653,18.6212682684176,1.48142007762399
2001,35,women,1.06421265688212,1.42549549369311,102.672237663851,166.647637815318,1.58837101783362
2001,36,men,1.05709067926512,1.88139591300477,148.130977964494,51.0564848587018,0.898098088562638
2001,36,women,2.37866615015837,1.10393042250898,479.753786618359,95.3163940306959,0.711099425720709
2001,37,men,1.17936152291364,1.20939915351569,348.45791316993,26.4059095671688,1.33131294360251
2001,37,women,1.11218069025522,1.18025394027326,55.647978851026,45.5624420898599,1.04006624592117
2001,38,men,0.79826783071938,1.64623831176936,62.9199819726729,25.6647586257554,1.02845652867868
2001,38,women,1.25230880122275,1.76846792124579,84.8930294399644,68.9358895159058,2.25543195521455
2001,39,men,1.06237821268501,1.53248407091274,107.739319608312,29.271291060678,1.42723806551869
2001,39,women,0.730922482069948,1.44914509067887,118.749337364268,48.5506823209918,1.16118382601544
2001,40,men,1.13689062754017,1.11185147499876,77.2836094830204,57.7013073343213,1.33214946854378
2001,40,women,1.47732463837259,1.34866927048025,296.786318147658,59.4638849398729,0.976075899901008
2001,41,men,0.926218095143023,1.23629074152324,48.5460686942042,30.8964983452771,0.837989606066923
2001,41,women,0.930516376654266,0.946214479955731,80.1520157250961,26.64622543914,1.40263834336921
2001,42,men,0.992932101756984,1.59925238946007,81.2329009133022,58.0589952200207,0.911615074608057
2001,42,women,1.51445048030642,1.6008756231203,150.452735050334,59.3558885731251,1.00669287079123
2001,43,men,0.884392489862946,1.2790512094488,56.6085139688327,24.2068380329668,0.880342293607244
2001,43,women,2.16897819215121,1.43637235307945,103.21908734844,73.2177308460792,1.06669392068172
